"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","work_duration","Leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1960",1960,38,"No","Travel_Rarely","Research & Development",24,"2","Other",1,"Female","1","Laboratory Technician","Single",23260,8,"Y",14,8,0,19,3,1,0,0,8.4,7,"2","4","3","4","3"
"1961",1961,26,"Yes","Non-Travel","Research & Development",21,"1","Life Sciences",1,"Female","1","Manufacturing Director","Single",135250,8,"Y",17,8,1,7,4,2,2,2,7.7,16,"2","1","3","2","3"
"1962",1962,52,"Yes","Travel_Rarely","Research & Development",5,"4","Medical",1,"Female","4","Human Resources","Married",14200,1,"Y",13,8,1,33,2,32,6,9,6,9,"1","4","3","4","3"
"1963",1963,44,"No","Travel_Rarely","Research & Development",16,"3","Life Sciences",1,"Female","1","Healthcare Representative","Married",80200,3,"Y",11,8,1,23,2,12,11,11,11,15,"4","4","3","3","3"
"1964",1964,50,"No","Non-Travel","Human Resources",2,"2","Life Sciences",1,"Male","1","Laboratory Technician","Married",36880,0,"Y",11,8,0,19,3,18,0,13,6.5,20,"4","3","3","2","3"
"1965",1965,36,"Yes","Travel_Rarely","Sales",2,"4","Technical Degree",1,"Male","4","Sales Executive","Single",54820,1,"Y",18,8,0,18,3,17,15,14,7.8,10,"3","1","3","3","3"
"1966",1966,39,"No","Travel_Frequently","Sales",11,"3","Marketing",1,"Male","1","Sales Executive","Single",160150,1,"Y",11,8,0,21,3,21,2,8,11,17,"4","1","3","4","3"
"1967",1967,33,"No","Non-Travel","Sales",9,"2","Technical Degree",1,"Male","5","Sales Representative","Single",12000,0,"Y",11,8,1,3,3,2,2,2,7.6,15,"2","4","2","3","3"
"1968",1968,45,"No","Travel_Rarely","Research & Development",7,"2","Other",1,"Male","1","Human Resources","Married",56610,3,"Y",12,8,0,26,2,9,1,1,7.4,12,"4","4","4","2","3"
"1969",1969,32,"No","Non-Travel","Research & Development",15,"3","Medical",1,"Male","2","Manager","Single",69290,9,"Y",20,8,0,10,6,8,7,7,7.2,15,"4","3","3","1","4"
"1970",1970,34,"No","Travel_Rarely","Sales",6,"4","Marketing",1,"Male","2","Research Director","Divorced",96130,0,"Y",12,8,1,16,5,15,0,9,7.1,16,"2","4","2","2","3"
"1971",1971,59,"No","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Male","2","Research Scientist","Married",56740,3,"Y",12,8,0,14,6,6,0,4,8.1,6,"2","4","1","3","3"
"1972",1972,45,"No","Travel_Rarely","Research & Development",16,"1","Medical",1,"Male","2","Sales Executive","Single",54840,1,"Y",20,8,3,6,6,6,0,4,6.7,6,"2","2","3","3","4"
"1973",1973,53,"No","Travel_Frequently","Sales",8,"2","Medical",1,"Male","2","Research Scientist","Married",120610,2,"Y",20,8,1,30,2,15,6,12,7.8,19,"3","2","3","4","4"
"1974",1974,36,"Yes","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","1","Research Scientist","Divorced",56600,7,"Y",12,8,0,9,3,1,0,0,6.1,20,"1","3","2","3","3"
"1975",1975,26,"Yes","Travel_Frequently","Sales",2,"3","Life Sciences",1,"Male","2","Research Scientist","Married",48210,6,"Y",14,8,2,6,2,3,1,2,8.2,7,"1","1","3","3","3"
"1976",1976,34,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","1","Sales Representative","Married",64100,1,"Y",13,8,1,1,5,1,0,0,9.2,3,"3","3","3","2","3"
"1977",1977,28,"No","Travel_Rarely","Research & Development",10,"3","Other",1,"Male","2","Sales Representative","Married",52100,1,"Y",15,8,0,1,1,1,0,0,7.8,7,"4","2","3","4","3"
"1978",1978,38,"No","Travel_Frequently","Sales",9,"4","Medical",1,"Male","2","Research Scientist","Married",26950,3,"Y",14,8,1,8,4,2,2,2,7.6,9,"3","3","3","1","3"
"1979",1979,50,"No","Travel_Rarely","Research & Development",5,"4","Life Sciences",1,"Male","1","Sales Executive","Married",118780,2,"Y",13,8,1,29,2,8,7,7,9.6,3,"2","3","2","3","3"
"1980",1980,37,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",170680,3,"Y",23,8,0,8,6,4,0,1,7.3,19,"4","2","2","3","4"
"1981",1981,40,"No","Travel_Rarely","Human Resources",2,"3","Medical",1,"Male","5","Sales Executive","Married",24550,1,"Y",15,8,1,8,2,7,7,5,6.1,23,"3","1","2","3","3"
"1982",1982,26,"No","Travel_Frequently","Research & Development",3,"3","Medical",1,"Male","2","Laboratory Technician","Divorced",139640,1,"Y",11,8,2,5,1,5,1,3,7.7,12,"1","3","3","2","3"
"1983",1983,46,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","3","Research Scientist","Divorced",49410,9,"Y",13,8,2,23,2,2,2,2,7.4,9,"4","4","3","2","3"
"1984",1984,54,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Female","2","Manufacturing Director","Married",24780,6,"Y",11,8,0,13,0,9,7,0,7.7,20,"3","3","3","3","3"
"1985",1985,56,"No","Travel_Frequently","Research & Development",1,"2","Life Sciences",1,"Female","2","Manufacturing Director","Married",52280,2,"Y",11,8,0,18,4,5,0,3,6.9,12,"1","3","3","3","3"
"1986",1986,36,"No","Travel_Rarely","Research & Development",4,"2","Life Sciences",1,"Female","2","Human Resources","Single",44780,0,"Y",18,8,1,15,3,14,7,8,6.6,16,"4","4","2","3","3"
"1987",1987,55,"No","Non-Travel","Research & Development",2,"3","Medical",1,"Female","2","Manager","Single",75470,7,"Y",16,8,0,31,2,9,6,2,6.1,7,"3","1","4","2","3"
"1988",1988,43,"No","Travel_Rarely","Sales",25,"2","Life Sciences",1,"Male","3","Research Scientist","Divorced",50550,5,"Y",22,8,0,18,2,1,0,0,7.9,13,"3","4","3","2","4"
"1989",1989,20,"Yes","Travel_Frequently","Sales",8,"3","Marketing",1,"Male","3","Sales Executive","Single",34640,1,"Y",20,8,0,2,3,2,0,2,9.1,15,"4","4","3","2","4"
"1990",1990,21,"Yes","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","1","Manager","Single",57750,1,"Y",18,8,0,1,2,1,1,0,6.6,16,"3","1","2","3","3"
"1991",1991,46,"No","Travel_Rarely","Sales",12,"3","Marketing",1,"Female","3","Healthcare Representative","Divorced",89430,8,"Y",12,8,1,19,6,16,1,7,11,6,"4","1","3","3","3"
"1992",1992,51,"Yes","Travel_Rarely","Sales",23,"3","Medical",1,"Female","2","Research Scientist","Married",192720,9,"Y",20,8,0,18,2,10,2,7,8.7,16,"1","3","4","3","4"
"1993",1993,28,"Yes","Non-Travel","Research & Development",19,"4","Life Sciences",1,"Female","4","Laboratory Technician","Single",52380,1,"Y",17,8,1,10,4,10,1,9,7.4,7,"2","1","2","2","3"
"1994",1994,26,"No","Travel_Rarely","Research & Development",5,"4","Medical",1,"Female","2","Sales Executive","Married",46820,1,"Y",11,8,1,6,3,5,1,3,7.5,7,"1","1","3","1","3"
"1995",1995,30,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","1","Sales Executive","Married",183000,0,"Y",14,8,0,7,6,6,0,2,6.2,6,"3","1","2","3","3"
"1996",1996,41,"No","Travel_Rarely","Sales",1,"4","Life Sciences",1,"Female","1","Research Director","Married",52570,1,"Y",14,8,0,10,2,10,0,8,7.9,4,"2","3","3","4","3"
"1997",1997,38,"No","Travel_Rarely","Research & Development",5,"3","Technical Degree",1,"Male","1","Sales Executive","Married",63490,NA,"Y",11,8,0,20,3,19,1,9,7.3,10,"3","3","2","3","3"
"1998",1998,40,"No","Travel_Rarely","Sales",1,"4","Marketing",1,"Male","1","Sales Executive","Married",48690,4,"Y",12,8,0,14,2,11,11,1,7.9,16,"1","4","3","3","3"
"1999",1999,27,"No","Non-Travel","Sales",11,"3","Technical Degree",1,"Female","2","Laboratory Technician","Married",99850,1,"Y",14,8,1,3,3,3,1,2,8,8,"1","3","3","2","3"
"2000",2000,55,"No","Travel_Frequently","Research & Development",23,"5","Life Sciences",1,"Male","3","Laboratory Technician","Married",36970,3,"Y",13,8,1,23,1,3,1,2,6.7,9,"4","2","3","3","3"
"2001",2001,28,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","2","Healthcare Representative","Single",74570,3,"Y",11,8,2,10,1,8,1,7,6.6,7,"3","3","4","4","3"
"2002",2002,44,"Yes","Travel_Rarely","Research & Development",18,"4","Life Sciences",1,"Female","2","Sales Executive","Married",21190,9,"Y",15,8,0,24,3,20,3,6,6.2,20,"2","1","3","3","3"
"2003",2003,33,"No","Travel_Rarely","Sales",23,"4","Marketing",1,"Female","4","Sales Executive","Divorced",39830,4,"Y",12,8,0,9,3,3,1,2,6.4,6,"4","4","3","3","3"
"2004",2004,35,"Yes","Travel_Rarely","Sales",7,"4","Life Sciences",1,"Male","3","Sales Representative","Single",61180,0,"Y",21,8,1,9,3,8,4,7,9.8,13,"4","1","3","2","4"
"2005",2005,33,"Yes","Travel_Frequently","Research & Development",1,"2","Life Sciences",1,"Female","1","Sales Executive","Single",62140,1,"Y",19,8,2,14,3,13,3,8,7.8,8,"1","3","3","3","3"
"2006",2006,28,"No","Travel_Rarely","Human Resources",1,"1","Human Resources",1,"Male","2","Research Scientist","Divorced",63470,1,"Y",15,8,1,4,2,4,2,2,6.7,8,"1","3","2","3","3"
"2007",2007,34,"No","Travel_Frequently","Sales",29,"4","Marketing",1,"Male","1","Research Scientist","Single",115100,0,"Y",14,8,1,7,5,6,0,4,6.7,11,"1","4","2","3","3"
"2008",2008,37,"No","Travel_Rarely","Research & Development",7,"4","Life Sciences",1,"Male","4","Sales Executive","Divorced",71430,2,"Y",21,8,0,8,6,1,0,0,11,5,"4","4","3","2","4"
"2009",2009,25,"Yes","Travel_Rarely","Human Resources",25,"4","Human Resources",1,"Female","2","Research Scientist","Married",82680,1,"Y",12,8,0,7,3,7,5,6,11,15,"4","4","4","2","3"
"2010",2010,26,"Yes","Travel_Rarely","Sales",8,"2","Marketing",1,"Male","2","Sales Executive","Divorced",80950,1,"Y",15,8,0,1,3,1,0,0,7.8,16,"1","3","2","4","3"
"2011",2011,33,"Yes","Travel_Rarely","Research & Development",8,"2","Life Sciences",1,"Male","4","Manufacturing Director","Single",29040,4,"Y",13,8,0,5,2,2,2,2,10,4,"1","2","3","3","3"
"2012",2012,42,"No","Travel_Rarely","Research & Development",11,"1","Life Sciences",1,"Male","4","Research Scientist","Married",60320,0,"Y",14,8,0,23,2,22,13,7,6.8,9,"4","1","3","2","3"
"2013",2013,28,"Yes","Travel_Frequently","Research & Development",7,"3","Life Sciences",1,"Male","2","Manager","Divorced",29760,1,"Y",14,8,0,1,3,1,0,0,6.3,12,"1","2","3","3","3"
"2014",2014,50,"Yes","Travel_Frequently","Research & Development",1,"4","Medical",1,"Male","2","Research Scientist","Single",159920,3,"Y",14,8,0,5,3,0,0,0,11,15,"4","3","3","3","3"
"2015",2015,33,"No","Travel_Frequently","Sales",9,"3","Medical",1,"Female","2","Research Scientist","Married",46490,0,"Y",12,8,0,4,2,3,0,2,8,13,"4","2","3","2","3"
"2016",2016,34,"No","Non-Travel","Sales",1,"1","Marketing",1,"Female","2","Research Director","Married",26960,3,"Y",23,8,0,6,3,0,0,0,7.1,6,"3","4","3","3","4"
"2017",2017,48,"No","Non-Travel","Sales",2,"1","Life Sciences",1,"Male","2","Sales Executive","Single",23700,2,"Y",11,8,0,27,3,5,2,1,6.2,15,"1","4","unknown","3","3"
"2018",2018,45,"No","Non-Travel","Research & Development",1,"3","Medical",1,"Female","2","Human Resources","Married",125040,1,"Y",12,8,1,15,2,15,4,12,6,10,"2","3","3","3","3"
"2019",2019,52,"No","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Male","1","Sales Executive","Single",59740,7,"Y",18,8,1,18,6,8,4,0,8,20,"2","2","3","3","3"
"2020",2020,38,"No","Travel_Rarely","Research & Development",6,"2","Medical",1,"Male","1","Research Scientist","Divorced",47360,0,"Y",11,8,1,9,3,8,2,7,11,10,"3","3","3","2","3"
"2021",2021,29,"No","Travel_Rarely","Research & Development",8,"3","Medical",1,"Female","4","Research Scientist","Divorced",52960,4,"Y",14,8,0,11,3,7,1,7,6.3,7,"3","4","3","4","3"
"2022",2022,28,"No","Travel_Rarely","Human Resources",1,"3","Human Resources",1,"Female","4","Laboratory Technician","Divorced",67810,0,"Y",15,8,1,10,2,9,1,7,6.9,17,"4","2","2","3","3"
"2023",2023,46,"No","Travel_Rarely","Research & Development",6,"4","Medical",1,"Male","3","Sales Executive","Married",21740,3,"Y",11,8,1,23,3,12,4,9,6.4,23,"1","3","3","3","3"
"2024",2024,38,"No","Travel_Rarely","Research & Development",7,"4","Medical",1,"Male","1","Sales Executive","Single",66530,7,"Y",20,8,1,10,2,1,0,0,7.4,18,"4","2","3","3","4"
"2025",2025,43,"No","Travel_Frequently","Research & Development",5,"3","Medical",1,"Female","2","Laboratory Technician","Married",96990,8,"Y",19,8,1,18,3,8,0,1,7.1,7,"3","1","3","3","3"
"2026",2026,39,"Yes","Travel_Frequently","Sales",1,"3","Marketing",1,"Male","2","Healthcare Representative","Divorced",67550,7,"Y",14,8,1,21,2,18,11,5,7.2,20,"1","4","3","3","3"
"2027",2027,40,"No","Travel_Rarely","Research & Development",1,"1","Life Sciences",1,"Male","1","Healthcare Representative","Single",22130,1,"Y",17,8,0,21,4,20,4,9,6,6,"3","3","4","3","3"
"2028",2028,21,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Female","1","Research Scientist","Single",26100,1,"Y",11,8,1,2,3,2,2,2,11,18,"4","2","4","2","3"
"2029",2029,39,"No","Non-Travel","Research & Development",6,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",28510,9,"Y",15,8,0,9,2,5,0,3,6.2,6,"3","2","2","3","3"
"2030",2030,36,"No","Non-Travel","Research & Development",1,"3","Medical",1,"Male","3","Sales Representative","Single",34520,2,"Y",13,8,3,18,4,11,0,9,7.2,10,"1","4","3","4","3"
"2031",2031,31,"No","Travel_Frequently","Research & Development",7,"3","Life Sciences",1,"Male","1","Sales Executive","Married",52580,0,"Y",14,8,3,3,5,2,2,2,6.6,8,"3","4","3","3","3"
"2032",2032,28,"No","Travel_Rarely","Sales",2,"4","Marketing",1,"Male","1","Sales Executive","Married",93550,0,"Y",11,8,0,6,4,5,0,4,7.5,12,"1","2","1","3","3"
"2033",2033,35,"No","Travel_Frequently","Research & Development",9,"2","Other",1,"Female","1","Manufacturing Director","Divorced",104960,1,"Y",13,8,1,5,2,5,0,2,6.6,22,"4","4","3","3","3"
"2034",2034,49,"No","Travel_Rarely","Sales",2,"2","Medical",1,"Female","1","Sales Executive","Married",63800,6,"Y",23,8,1,22,1,9,2,3,7.2,10,"4","2","3","2","4"
"2035",2035,34,"No","Travel_Frequently","Sales",9,"1","Technical Degree",1,"Male","2","Sales Executive","Single",26570,2,"Y",13,8,1,5,3,3,0,2,8,7,"4","3","2","2","3"
"2036",2036,29,"No","Travel_Frequently","Research & Development",1,"4","Medical",1,"Male","3","Research Scientist","Divorced",27160,0,"Y",18,8,0,8,2,7,1,1,7.1,9,"4","2","2","1","3"
"2037",2037,42,"No","Travel_Rarely","Sales",21,"2","Life Sciences",1,"Female","1","Healthcare Representative","Single",22010,4,"Y",12,8,1,16,3,1,0,0,7.2,18,"2","4","3","4","3"
"2038",2038,29,"No","Travel_Rarely","Sales",4,"2","Other",1,"Female","2","Healthcare Representative","Married",65400,1,"Y",22,8,0,10,2,10,1,2,11,10,"2","4","2","1","4"
"2039",2039,38,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","1","Human Resources","Married",38160,1,"Y",13,8,2,7,2,7,5,0,6.5,18,"3","3","4","2","3"
"2040",2040,28,"No","Travel_Frequently","Sales",6,"4","Life Sciences",1,"Male","1","Manager","Divorced",52530,1,"Y",15,8,0,3,2,3,0,2,11,5,"3","3","3","3","3"
"2041",2041,18,"Yes","Non-Travel","Research & Development",2,"4","Medical",1,"Male","3","Laboratory Technician","Single",109650,1,"Y",18,8,0,0,5,0,0,0,7,21,"3","3","3","4","3"
"2042",2042,33,"Yes","Travel_Rarely","Research & Development",3,"2","Life Sciences",1,"Male","1","Sales Executive","Single",49360,0,"Y",14,8,0,6,2,5,0,3,9,3,"1","1","3","2","3"
"2043",2043,41,"No","Travel_Rarely","Research & Development",4,"2","Medical",1,"Male","2","Research Scientist","Married",25430,3,"Y",12,8,0,6,3,1,0,0,8.1,15,"2","4","3","3","3"
"2044",2044,31,"Yes","Travel_Frequently","Sales",10,"3","Technical Degree",1,"Female","1","Research Director","Married",53040,1,"Y",17,8,0,2,3,2,2,2,7.1,8,"3","3","2","4","3"
"2045",2045,37,"No","Travel_Rarely","Research & Development",23,"3","Life Sciences",1,"Male","3","Manufacturing Director","Divorced",166590,7,"Y",16,8,1,9,2,6,1,3,8,3,"3","4","3","3","3"
"2046",2046,27,"No","Travel_Rarely","Research & Development",6,"2","Medical",1,"Female","1","Healthcare Representative","Married",42600,1,"Y",11,8,2,4,2,4,2,2,7.4,18,"4","3","3","3","3"
"2047",2047,34,"No","Travel_Rarely","Sales",1,"1","Marketing",1,"Female","2","Laboratory Technician","Married",24760,1,"Y",19,8,0,6,2,6,1,3,7.1,12,"2","3","2","3","3"
"2048",2048,35,"No","Travel_Rarely","Research & Development",6,"3","Life Sciences",1,"Female","3","Laboratory Technician","Single",31020,1,"Y",13,8,1,6,3,5,1,4,6.8,6,"3","3","1","2","3"
"2049",2049,29,"Yes","Travel_Rarely","Research & Development",6,"3","Life Sciences",1,"Male","1","Sales Executive","Married",22440,1,"Y",12,8,3,11,5,11,3,10,6.8,6,"4","1","1","1","3"
"2050",2050,40,"No","Travel_Frequently","Research & Development",2,"4","Medical",1,"Male","4","Human Resources","Single",75960,9,"Y",11,8,0,20,0,18,2,13,6.7,11,"2","3","2","1","3"
"2051",2051,42,"Yes","Travel_Frequently","Sales",2,"4","Life Sciences",1,"Male","1","Laboratory Technician","Single",22850,0,"Y",16,8,0,22,3,21,13,14,8,7,"3","1","2","1","3"
"2052",2052,42,"No","Travel_Rarely","Research & Development",1,"2","Life Sciences",1,"Male","4","Laboratory Technician","Single",30340,7,"Y",21,8,1,9,3,6,1,5,7.7,18,"2","1","4","2","4"
"2053",2053,35,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","1","Healthcare Representative","Married",57150,6,"Y",24,8,2,10,0,8,1,7,7.1,22,"4","3","3","3","4"
"2054",2054,24,"No","Travel_Rarely","Sales",7,"4","Life Sciences",1,"Female","1","Laboratory Technician","Single",25760,8,"Y",17,8,3,6,3,4,1,2,7.9,21,"4","2","3","3","3"
"2055",2055,28,"Yes","Travel_Rarely","Research & Development",15,"4","Life Sciences",1,"Male","2","Sales Executive","Married",41970,1,"Y",13,8,0,1,3,1,0,0,10,18,"3","4","2","1","3"
"2056",2056,26,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","2","Sales Representative","Married",143360,1,"Y",21,8,1,8,3,8,0,7,7.5,17,"1","4","3","3","4"
"2057",2057,30,"No","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","1","Manufacturing Director","Married",34480,1,"Y",11,8,0,10,3,10,1,4,7.7,13,"3","3","3","3","3"
"2058",2058,40,"No","Travel_Frequently","Research & Development",26,"4","Life Sciences",1,"Male","2","Research Scientist","Married",194060,3,"Y",20,8,3,16,2,1,0,0,11,14,"3","4","1","3","4"
"2059",2059,35,"No","Travel_Rarely","Research & Development",18,"5","Medical",1,"Female","2","Research Scientist","Divorced",65380,2,"Y",16,8,1,15,3,7,6,4,6.9,5,"3","2","4","3","3"
"2060",2060,34,"No","Travel_Frequently","Research & Development",6,"2","Life Sciences",1,"Male","1","Research Director","Single",43060,0,"Y",11,8,0,14,2,13,4,9,7.6,12,"4","1","3","3","3"
"2061",2061,35,"No","Travel_Frequently","Research & Development",3,"3","Medical",1,"Female","2","Laboratory Technician","Married",22580,1,"Y",11,8,1,2,2,2,2,2,8,13,"4","4","4","3","3"
"2062",2062,43,"Yes","Travel_Rarely","Sales",5,"3","Marketing",1,"Female","3","Research Scientist","Single",45220,8,"Y",15,8,1,7,3,4,1,3,7.5,9,"1","3","2","3","3"
"2063",2063,32,"No","Non-Travel","Research & Development",11,"2","Other",1,"Female","2","Research Scientist","Divorced",44870,1,"Y",11,8,0,1,5,1,0,0,6.6,10,"3","1","3","2","3"
"2064",2064,56,"No","Travel_Rarely","Research & Development",3,"2","Other",1,"Male","2","Healthcare Representative","Divorced",44490,4,"Y",15,8,0,28,3,5,4,2,6.3,8,"4","1","3","1","3"
"2065",2065,29,"No","Travel_Rarely","Research & Development",26,"1","Life Sciences",1,"Male","1","Laboratory Technician","Married",22180,1,"Y",24,8,1,10,1,10,0,8,7.5,16,"2","4","3","3","4"
"2066",2066,19,"No","Travel_Rarely","Research & Development",23,"4","Life Sciences",1,"Male","2","Laboratory Technician","Single",191970,1,"Y",12,8,0,1,2,1,0,0,7.3,12,"3","1","3","3","3"
"2067",2067,45,"No","Travel_Rarely","Research & Development",22,"3","Life Sciences",1,"Female","2","Sales Representative","Married",132120,4,"Y",13,8,0,7,4,3,0,2,8.8,15,"1","3","2","3","3"
"2068",2068,37,"No","Travel_Rarely","Research & Development",14,"4","Life Sciences",1,"Male","3","Research Scientist","Married",65770,1,"Y",13,8,0,14,1,14,3,11,6.8,22,"4","4","2","1","3"
"2069",2069,20,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","5","Research Director","Single",83920,1,"Y",17,8,0,2,5,2,1,2,6.7,9,"1","3","2","3","3"
"2070",2070,44,"Yes","Travel_Rarely","Human Resources",6,"2","Human Resources",1,"Male","3","Sales Executive","Single",45580,1,"Y",13,8,1,6,2,6,0,2,10,6,"3","3","3","1","3"
"2071",2071,53,"No","Travel_Rarely","Research & Development",6,"4","Life Sciences",1,"Male","1","Research Director","Divorced",40310,3,"Y",12,8,1,26,3,7,4,7,6,24,"4","3","3","2","3"
"2072",2072,29,"No","Travel_Rarely","Research & Development",23,"3","Medical",1,"Male","1","Sales Executive","Married",79690,0,"Y",14,8,0,6,3,5,1,3,8.9,16,"2","4","2","3","3"
"2073",2073,22,"Yes","Travel_Frequently","Research & Development",22,"4","Medical",1,"Male","1","Sales Representative","Married",26540,0,"Y",24,8,0,1,5,0,0,0,9.9,16,"3","4","3","2","4"
"2074",2074,46,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","2","Research Scientist","Married",165550,8,"Y",14,8,2,28,4,26,15,9,6,20,"3","1","3","3","3"
"2075",2075,44,"No","Non-Travel","Research & Development",20,"3","Life Sciences",1,"Male","1","Sales Representative","Single",45560,2,"Y",13,8,0,6,4,0,0,0,6.2,19,"4","3","3","3","3"
"2076",2076,33,"No","Travel_Rarely","Research & Development",28,"4","Life Sciences",1,"Female","1","Manager","Married",60910,1,"Y",15,8,0,5,6,5,1,4,7.8,4,"2","3","3","1","3"
"2077",2077,41,"Yes","Non-Travel","Research & Development",12,"3","Life Sciences",1,"Male","2","Sales Representative","Divorced",195660,6,"Y",16,8,0,5,2,1,0,0,7.2,9,"1","1","1","4","3"
"2078",2078,30,"No","Travel_Rarely","Sales",20,"3","Marketing",1,"Male","3","Sales Executive","Divorced",48100,8,"Y",18,8,0,8,3,4,0,3,7.5,17,"3","1","3","2","3"
"2079",2079,40,"No","Travel_Frequently","Sales",9,"3","Medical",1,"Male","1","Manufacturing Director","Married",45230,5,"Y",16,8,1,5,5,0,0,0,6.8,5,"2","2","3","4","3"
"2080",2080,50,"No","Travel_Frequently","Research & Development",25,"4","Life Sciences",1,"Female","2","Healthcare Representative","Married",32020,2,"Y",24,8,1,32,2,2,2,2,7.2,16,"4","1","unknown","3","4"
"2081",2081,28,"No","Travel_Rarely","Research & Development",6,"3","Technical Degree",1,"Male","2","Research Scientist","Married",23510,1,"Y",16,8,0,6,4,6,3,3,7.2,10,"4","1","3","3","3"
"2082",2082,46,"No","Travel_Rarely","Research & Development",8,"4","Other",1,"Male","3","Manager","Married",17020,5,"Y",21,8,0,25,2,4,0,3,7.3,9,"4","2","3","3","4"
"2083",2083,35,"No","Travel_Rarely","Sales",4,"4","Marketing",1,"Male","1","Laboratory Technician","Married",180410,3,"Y",20,8,1,15,3,7,1,7,8.5,5,"3","1","3","2","4"
"2084",2084,24,"Yes","Travel_Rarely","Human Resources",28,"4","Human Resources",1,"Male","3","Manufacturing Director","Married",28860,1,"Y",19,8,1,1,5,1,0,0,6.6,21,"4","2","1","3","3"
"2085",2085,33,"No","Travel_Frequently","Research & Development",9,"2","Medical",1,"Female","1","Sales Executive","Married",20970,1,"Y",14,8,2,10,5,10,0,1,6,22,"2","3","2","2","3"
"2086",2086,36,"No","Travel_Rarely","Research & Development",9,"2","Medical",1,"Male","2","Sales Executive","Divorced",119350,1,"Y",11,8,3,7,6,7,1,7,6.6,19,"3","3","3","4","3"
"2087",2087,30,"No","Travel_Rarely","Sales",29,"3","Marketing",1,"Male","1","Sales Executive","Divorced",25460,1,"Y",14,8,1,10,2,10,8,9,6,16,"3","3","2","3","3"
"2088",2088,44,"No","Travel_Rarely","Research & Development",3,"4","Medical",1,"Male","2","Research Scientist","Single",25640,1,"Y",12,8,3,20,3,20,13,17,7.6,5,"4","4","3","1","3"
"2089",2089,20,"No","Travel_Rarely","Research & Development",18,"4","Medical",1,"Male","1","Human Resources","Single",84120,1,"Y",13,8,0,2,2,2,2,2,6.3,5,"3","4","3","2","3"
"2090",2090,46,"No","Travel_Rarely","Sales",9,"1","Medical",1,"Female","1","Sales Executive","Divorced",141180,2,"Y",22,8,0,12,3,6,1,4,6.2,9,"4","4","2","3","4"
"2091",2091,42,"No","Non-Travel","Research & Development",5,"4","Medical",1,"Male","5","Sales Executive","Married",170460,7,"Y",11,8,0,10,3,4,0,3,7.5,4,"4","1","4","2","3"
"2092",2092,60,"No","Travel_Rarely","Sales",2,"2","Life Sciences",1,"Male","2","Sales Executive","Divorced",25640,0,"Y",14,8,1,12,3,11,1,9,8.6,9,"2","4","3","3","3"
"2093",2093,32,"No","Travel_Frequently","Sales",10,"3","Life Sciences",1,"Female","1","Sales Executive","Married",102660,1,"Y",11,8,0,2,3,2,2,2,7.3,10,"3","2","3","3","3"
"2094",2094,32,"No","Travel_Frequently","Research & Development",9,"3","Life Sciences",1,"Female","2","Research Scientist","Single",50700,4,"Y",12,8,1,10,6,8,0,7,8.5,10,"4","3","3","3","3"
"2095",2095,36,"No","Travel_Rarely","Sales",3,"2","Marketing",1,"Male","4","Healthcare Representative","Divorced",178610,2,"Y",18,8,0,17,2,7,7,7,8,20,"3","1","3","2","3"
"2096",2096,33,"No","Travel_Rarely","Sales",26,"2","Marketing",1,"Male","1","Research Scientist","Married",42300,0,"Y",12,8,0,15,0,14,4,10,6.1,9,"1","4","3","3","3"
"2097",2097,40,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","2","Research Scientist","Divorced",37800,7,"Y",12,8,0,7,2,5,1,3,7.3,17,"2","2","4","1","3"
"2098",2098,25,"No","Travel_Rarely","Research & Development",6,"2","Medical",1,"Female","1","Laboratory Technician","Single",27680,0,"Y",22,8,1,5,0,4,1,1,8,17,"3","4","3","3","4"
