"","EmployeeID","Jan_avg_workhours","Feb_avg_workhours","Mar_avg_workhours","Apr_avg_workhours","May_avg_workhours","Jun_avg_workhours","Jul_avg_workhours","Aug_avg_workhours","Sep_avg_workhours","Oct_avg_workhours","Nov_avg_workhours","Dec_avg_workhours"
"2082","2082",7.3,7.4,7.2,7.4,7.3,7.5,7.2,7.2,7.4,7.3,7.3,7.3
"2083","2083",8.5,8.5,8.5,8.5,8.4,8.6,8.5,8.6,8.5,8.5,8.5,8.5
"2084","2084",6.7,6.5,6.7,6.7,6.5,6.7,6.7,6.5,6.6,6.7,6.7,6.6
"2085","2085",5.9,6.1,5.9,6,5.8,5.9,6,6,6,6,5.9,6
"2086","2086",6.7,6.7,6.6,6.7,6.5,6.6,6.7,6.7,6.5,6.7,6.6,6.6
"2087","2087",6,6,5.9,5.9,6,6.1,6,6,5.9,6.1,6.1,6
"2088","2088",7.6,7.6,7.6,7.6,7.5,7.7,7.7,7.6,7.7,7.5,7.7,7.7
"2089","2089",6.3,6.3,6.4,6.2,6.3,6.3,6.4,6.3,6.3,6.3,6.4,6.3
"2090","2090",6.3,6,6.2,6.2,6.3,6.2,6.3,6.2,6.2,6.2,6.2,6.2
"2091","2091",7.6,7.6,7.5,7.4,7.5,7.6,7.5,7.4,7.6,7.5,7.4,7.5
"2092","2092",8.6,8.6,8.7,8.5,8.6,8.6,8.7,8.6,8.6,8.5,8.5,8.7
"2093","2093",7.4,7.4,7.2,7.4,7.3,7.4,7.2,7.2,7.2,7.3,7.2,7.4
"2094","2094",8.5,8.4,8.6,8.4,8.4,8.5,8.4,8.4,8.5,8.5,8.5,8.5
"2095","2095",8.1,8,8,8,8,8,8,8.1,7.9,8.1,7.9,8
"2096","2096",6.2,6.1,6,6,6.1,6,6.1,6.2,6,6.1,6.1,6.1
"2097","2097",7.3,7.4,7.3,7.4,7.2,7.4,7.3,7.5,7.3,7.4,7.3,7.3
"2098","2098",8,8.1,8,8.1,7.9,8,7.9,8,8,8,7.9,8.1
"2099","2099",9.2,9.2,9.2,9.3,9.2,9.1,9.1,9.1,9.3,9.3,9.2,9.2
"2100","2100",9.5,9.4,9.4,9.5,9.5,9.5,9.6,9.4,9.4,9.5,9.5,9.5
"2101","2101",9.8,9.8,9.8,9.8,9.8,9.7,9.8,9.8,10,9.7,9.8,9.8
"2102","2102",9.1,9.2,9.2,9.1,9.2,9.1,9.3,9.3,9.3,9.2,9.2,9.2
"2103","2103",6.3,6.3,6.4,6.4,6.4,6.3,6.3,6.4,6.5,6.4,6.4,6.3
"2104","2104",5.9,5.9,6.1,6,6,5.9,5.9,6,5.9,6,6.1,6.1
"2105","2105",8.5,8.5,8.3,8.4,8.4,8.4,8.3,8.4,8.4,8.4,8.4,8.4
"2106","2106",7.4,7.4,7.5,7.4,7.3,7.5,7.4,7.3,7.3,7.5,7.4,7.4
"2107","2107",7.6,7.6,7.7,7.6,7.8,7.7,7.7,7.7,7.6,7.7,7.8,7.8
"2108","2108",8.5,8.6,8.6,8.6,8.5,8.7,8.7,8.6,8.6,8.5,8.6,8.7
"2109","2109",7.3,7.2,7.4,7.4,7.4,7.3,7.3,7.3,7.4,7.3,7.2,7.2
"2110","2110",7.6,7.5,7.4,7.3,7.5,7.4,7.4,7.4,7.4,7.5,7.4,7.6
"2111","2111",6.6,6.6,6.6,6.5,6.6,6.7,6.7,6.6,6.7,6.6,6.6,6.6
"2112","2112",6.7,6.7,6.7,6.7,6.8,6.5,6.7,6.7,6.7,6.7,6.7,6.7
"2113","2113",6,6,6,6.1,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1
"2114","2114",6.1,6.2,6.1,6.1,6.1,5.9,6.2,6,6.2,6.1,6.1,6.1
"2115","2115",8,8.1,8,7.9,8.1,8.1,8,8,7.9,8,8,8
"2116","2116",8.7,8.8,8.8,8.8,8.8,8.8,8.9,8.7,8.8,8.9,8.8,8.8
"2117","2117",6.1,6.2,6.3,6.1,6.2,6.2,6.2,6.3,6.3,6.2,6.2,6.1
"2118","2118",6.9,6.9,6.9,6.9,6.8,6.9,6.9,6.9,6.9,6.9,6.9,6.9
"2119","2119",6,5.9,6,6.1,6,5.9,6,6,6.1,6.1,6,5.9
"2120","2120",7,7,7,7,7,7.1,7,6.9,6.9,7.1,7,7
"2121","2121",11,11,11,11,11,11,11,11,11,11,11,11
"2122","2122",11,11,11,11,11,11,11,11,11,11,11,11
"2123","2123",7.4,7.5,7.4,7.4,7.5,7.6,7.3,7.6,7.5,7.5,7.5,7.5
"2124","2124",9.1,9.2,9.2,9.1,9.1,9.2,9.1,9.1,9.3,9.2,9.2,9.1
"2125","2125",8.8,8.7,8.7,8.8,8.6,8.7,8.7,8.7,8.7,8.6,8.7,8.8
"2126","2126",9.8,10,9.9,10,9.8,10,9.9,9.9,10,9.9,9.9,9.9
"2127","2127",9.6,9.5,9.6,9.6,9.5,9.6,9.7,9.5,9.7,9.5,9.5,9.7
"2128","2128",7.6,7.6,7.6,7.6,7.8,7.6,7.7,7.5,7.5,7.7,7.6,7.6
"2129","2129",6.9,7,6.9,6.8,6.9,6.9,7,6.9,6.8,6.9,6.8,6.8
"2130","2130",8.9,8.9,8.9,8.8,9,8.9,8.9,8.9,9.1,8.9,8.8,8.9
"2131","2131",11,11,11,11,11,11,11,11,11,11,11,11
"2132","2132",6.5,6.6,6.6,6.6,6.6,6.6,6.5,6.7,6.7,6.7,6.5,6.6
"2133","2133",6.7,6.8,6.8,6.8,6.8,6.7,6.8,6.8,6.9,6.9,6.7,6.8
"2134","2134",10,10,10,10,10,10,10,10,10,10,10,10
"2135","2135",7.8,7.7,7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.6,7.9,8
"2136","2136",7.5,7.6,7.5,7.5,7.5,7.4,7.4,7.4,7.5,7.5,7.5,7.4
"2137","2137",11,10,11,10,10,10,10,11,10,11,11,10
"2138","2138",9.4,9.5,9.3,9.4,9.4,9.5,9.5,9.4,9.5,9.4,9.3,9.5
"2139","2139",6.3,6.6,6.3,6.4,6.3,6.4,6.3,6.3,6.6,6.6,6.3,6.3
"2140","2140",11,11,11,11,11,11,11,11,11,11,11,10
"2141","2141",6.1,6.1,6,6,6,6.1,5.9,6.1,5.9,6,5.9,6
"2142","2142",9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.6,9.6,9.7,9.7
"2143","2143",6.9,7.1,6.9,7.1,7,7.2,7.1,7,7.1,7,7,7
"2144","2144",9.5,9.4,9.7,9.5,9.6,9.5,9.4,9.5,9.5,9.5,9.5,9.5
"2145","2145",8.5,8.5,8.4,8.3,8.4,8.5,8.5,8.4,8.3,8.4,8.5,8.3
"2146","2146",6.8,6.8,6.8,6.7,6.7,6.8,6.7,6.7,6.7,6.8,6.9,6.8
"2147","2147",8,8.1,8.1,8,7.8,8,8,8,7.9,7.9,7.9,7.9
"2148","2148",6.8,6.8,6.9,6.9,6.9,6.7,6.9,6.8,6.8,6.8,6.8,6.8
"2149","2149",5.9,6.2,6,5.8,6,5.9,6.1,6,6,5.9,5.9,6
"2150","2150",8.3,8.3,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.5,8.4,8.5
"2151","2151",5.8,5.9,6,6,6.1,6,6.1,6,6.1,5.9,6,6
"2152","2152",6.6,6.5,6.5,6.4,6.4,6.4,6.6,6.4,6.5,6.5,6.5,6.5
"2153","2153",7.7,7.7,7.8,7.7,7.7,7.7,7.7,7.7,7.8,7.8,7.7,7.6
"2154","2154",6.2,6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.1,6.2
"2155","2155",6.8,6.6,6.7,6.7,6.7,6.8,6.7,6.7,6.6,6.7,6.7,6.6
"2156","2156",7.7,7.7,7.8,7.7,7.6,7.8,7.7,7.7,7.6,7.7,7.7,7.8
"2157","2157",8,7.9,8,8.1,7.9,7.9,8,8,8,8,7.9,8
"2158","2158",10,10,10,11,10,10,10,10,10,11,10,10
"2159","2159",9.8,9.8,9.7,9.7,9.9,9.8,9.8,9.7,9.8,9.9,9.8,9.9
"2160","2160",10,10,10,10,10,10,10,10,10,10,10,10
"2161","2161",10,10,10,10,10,10,10,10,10,10,10,10
"2162","2162",5.9,6,6.1,6,5.9,6,6.1,5.9,6,6,6,6.1
"2163","2163",10,10,10,10,10,10,10,10,10,10,10,10
"2164","2164",7.8,7.8,7.8,7.8,7.7,7.8,7.8,7.7,7.9,7.9,7.8,7.8
"2165","2165",9.1,9.1,9.1,9.2,9.2,9.2,9.1,9.1,9.1,9.2,9,9.2
"2166","2166",6,6,6.1,6,6,6.1,6.1,6,6,6.1,6,6.1
"2167","2167",9.7,9.8,9.7,9.7,9.7,9.7,9.8,9.7,9.6,9.8,9.8,9.6
"2168","2168",6.7,6.6,6.5,6.6,6.5,6.6,6.7,6.7,6.6,6.6,6.7,6.7
"2169","2169",7.9,7.9,8.1,8,8,8,8,8.1,8,8,8,7.8
"2170","2170",7.3,7.5,7.4,7.3,7.4,7.3,7.2,7.3,7.3,7.3,7.3,7.4
"2171","2171",7.5,7.5,7.4,7.3,7.3,7.4,7.4,7.4,7.6,7.4,7.4,7.5
"2172","2172",6,6.1,6,6.1,6,5.9,5.9,6,5.9,6.1,6.1,6.1
"2173","2173",7.7,7.6,7.8,7.8,7.8,7.8,7.6,7.6,7.6,7.6,7.6,7.8
"2174","2174",9.5,9.5,9.5,9.5,9.5,9.4,9.6,9.5,9.5,9.5,9.6,9.4
"2175","2175",9.5,9.6,9.4,9.6,9.5,9.4,9.6,9.5,9.5,9.5,9.3,9.4
"2176","2176",6.7,6.6,6.5,6.5,6.6,6.6,6.5,6.5,6.6,6.7,6.5,6.6
"2177","2177",7.2,7.2,7.3,7.3,7.2,7.2,7.2,7.2,7.3,7.3,7.3,7.2
"2178","2178",6.3,6.3,6.3,6.3,6.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3
"2179","2179",8.4,8.5,8.4,8.4,8.4,8.6,8.5,8.6,8.6,8.4,8.5,8.5
"2180","2180",5.9,6,6.2,6.1,6.1,6.1,6.1,6.2,6.2,6.1,6.1,6.1
"2181","2181",6.1,6,6.2,6.1,6.1,6.1,6,5.9,6.2,6.1,6.1,6
"2182","2182",7.6,7.6,7.6,7.6,7.5,7.5,7.5,7.6,7.7,7.6,7.7,7.6
"2183","2183",7.2,7.1,7.2,7,7.1,7.1,7.1,7.1,7.1,7.2,7,7.1
"2184","2184",7.4,7.4,7.5,7.5,7.5,7.5,7.6,7.5,7.6,7.5,7.6,7.5
"2185","2185",7.8,8,8,7.8,7.9,7.8,7.9,8,7.9,7.9,7.9,8
"2186","2186",7.2,7.1,7.2,7.1,7.2,7.2,7.1,7.2,7.2,7.3,7.2,7.2
"2187","2187",7.3,7.3,7.4,7.4,7.3,7.4,7.4,7.3,7.5,7.4,7.3,7.3
"2188","2188",8.6,8.8,8.7,8.6,8.6,8.7,8.7,8.8,8.6,8.7,8.7,8.7
"2189","2189",10,10,10,10,10,10,10,10,10,10,10,10
"2190","2190",6.4,6.3,6.5,6.4,6.4,6.4,6.4,6.4,6.5,6.3,6.3,6.3
"2191","2191",6.5,6.5,6.4,6.5,6.5,6.4,6.4,6.5,6.5,6.5,6.5,6.5
"2192","2192",7.1,7.1,7.1,7.3,7.1,7.1,7.2,7.2,7.3,7.2,7.2,7.2
"2193","2193",7.7,7.6,7.6,7.7,7.7,7.6,7.6,7.7,7.8,7.6,7.7,7.7
"2194","2194",9.1,9.1,9,9.1,9,9.1,9,9.1,9.1,9.1,9.1,9.2
"2195","2195",6.3,6.3,6.3,6.3,6.6,6.4,6.4,6.3,6.4,6.4,6.5,6.5
"2196","2196",7.9,7.9,7.8,7.9,7.9,7.9,7.9,8,8,7.8,7.9,7.9
"2197","2197",6.8,6.7,6.6,6.7,6.6,6.7,6.8,6.6,6.6,6.8,6.6,6.7
"2198","2198",11,11,11,11,11,11,11,11,11,11,11,11
"2199","2199",10,10,10,10,10,10,10,10,10,10,10,10
"2200","2200",7.1,7.1,7,7.1,7.1,7.1,7.1,7.2,7.1,7,7.1,7.1
"2201","2201",11,11,11,11,11,11,11,11,11,11,11,11
"2202","2202",10,10,10,10,10,10,10,10,10,10,10,10
"2203","2203",7.8,7.7,7.7,7.8,7.7,7.8,7.8,7.8,7.6,7.9,7.7,7.8
"2204","2204",10,10,10,10,10,10,10,10,10,10,10,10
"2205","2205",6.6,6.5,6.8,6.5,6.7,6.5,6.5,6.6,6.6,6.6,6.5,6.7
"2206","2206",7.3,7.2,7.1,7.3,7.3,7.2,7.2,7.2,7.3,7.1,7.2,7.2
"2207","2207",8.9,9,9.2,9,9.2,9.2,9.1,9,9.2,9,9.2,9.1
"2208","2208",9.6,9.7,9.7,9.6,9.7,9.6,9.8,9.7,9.7,9.7,9.7,9.6
"2209","2209",10,10,10,10,10,10,10,10,10,10,10,10
"2210","2210",9.8,10,10,10,10,10,10,10,10,10,9.9,10
"2211","2211",6.4,6.4,6.4,6.2,6.3,6.2,6.3,6.5,6.3,6.3,6.3,6.3
"2212","2212",6.1,6.1,6,6.1,6,6.2,6.2,6.1,6.2,6.2,6.2,6.2
"2213","2213",6.6,6.4,6.4,6.5,6.6,6.6,6.5,6.5,6.5,6.6,6.5,6.5
"2214","2214",7.5,7.5,7.4,7.4,7.4,7.6,7.4,7.5,7.6,7.5,7.4,7.4
"2215","2215",7.7,7.7,7.8,7.6,7.5,7.7,7.7,7.6,7.6,7.7,7.7,7.7
"2216","2216",8,8,8,8,7.9,8,8.1,7.9,8,7.9,8,8.1
"2217","2217",6.8,6.8,6.8,6.8,6.9,6.8,6.7,6.7,6.8,6.8,6.8,6.8
"2218","2218",6.2,6.1,6.2,6.2,6.2,6.1,6.2,6.2,6.3,6.3,6.2,6.3
"2219","2219",7,7,7,6.9,7.1,7.2,7,7.1,7.1,7.1,7.1,7.1
"2220","2220",8.6,8.6,8.6,8.6,8.7,8.6,8.6,8.6,8.5,8.6,8.6,8.6
"2221","2221",6.2,6.3,6.2,6.3,6.2,6.2,6.2,6.2,6.2,6.3,6.4,6.2
"2222","2222",11,11,11,11,11,11,11,11,11,11,11,11
"2223","2223",7.5,7.5,7.5,7.6,7.5,7.3,7.5,7.5,7.6,7.4,7.6,7.5
"2224","2224",9.3,9.4,9.3,9.5,9.3,9.5,9.5,9.5,9.3,9.3,9.3,9.4
"2225","2225",7.2,7.3,7.3,7.3,7.3,7.4,7.4,7.3,7.2,7.3,7.2,7.4
"2226","2226",7.5,7.6,7.5,7.5,7.5,7.5,7.4,7.5,7.5,7.6,7.4,7.5
"2227","2227",7.3,7.4,7.5,7.2,7.3,7.3,7.3,7.2,7.2,7.3,7.3,7.4
"2228","2228",7.7,7.5,7.6,7.6,7.5,7.7,7.6,7.5,7.7,7.6,7.5,7.5
"2229","2229",8.1,8.1,8,7.9,8,7.9,7.9,8,8,8.1,8,8
"2230","2230",7.3,7.1,7.2,7.2,7.1,7.1,7.2,7.2,7.2,7.1,7.3,7.2
"2231","2231",6.4,6.3,6.3,6.4,6.3,6.4,6.3,6.3,6.4,6.2,6.3,6.3
"2232","2232",7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.2,7.4,7.5,7.4,7.3
"2233","2233",7.8,7.8,7.8,7.7,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.9
"2234","2234",7.2,7.2,7.2,7.3,7.2,7,7.2,7.3,7.2,7.2,7.2,7.3
"2235","2235",7.6,7.5,7.5,7.5,7.6,7.6,7.6,7.5,7.5,7.6,7.6,7.5
"2236","2236",6.8,6.6,6.6,6.6,6.5,6.6,6.6,6.7,6.6,6.6,6.5,6.6
"2237","2237",6.3,6.3,6.3,6.3,6.2,6.3,6.4,6.5,6.3,6.5,6.3,6.4
"2238","2238",9.6,9.7,9.6,9.7,9.7,9.7,9.6,9.7,9.8,9.7,9.7,9.8
"2239","2239",7.5,7.5,7.5,7.5,7.6,7.4,7.5,7.5,7.5,7.5,7.4,7.6
"2240","2240",6.1,6.2,6.2,6.1,6,6,6.1,6.3,6.2,6,6.1,6.1
"2241","2241",10,11,11,10,11,10,11,11,11,11,10,10
"2242","2242",6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.3,6.4,6.4,6.3,6.4
"2243","2243",6.7,6.7,6.7,6.7,6.8,6.8,6.7,6.7,6.8,6.8,6.7,6.7
"2244","2244",6.7,6.7,6.6,6.7,6.7,6.8,6.7,6.5,6.7,6.6,6.8,6.7
"2245","2245",9.4,9.4,9.2,9.3,9.4,9.4,9.5,9.5,9.4,9.4,9.3,9.3
"2246","2246",6.8,6.9,6.8,6.8,6.8,6.7,6.8,6.8,6.8,6.8,6.8,6.8
"2247","2247",11,11,11,11,11,10,11,11,10,10,10,10
"2248","2248",6.7,6.7,6.8,6.8,6.6,6.8,6.7,6.7,6.6,6.8,6.8,6.8
"2249","2249",10,10,10,10,10,10,10,10,10,10,10,10
"2250","2250",11,11,11,11,10,10,10,11,10,11,11,11
"2251","2251",7.2,7.1,7,7.1,7,7.2,7.1,7.1,7.1,7.1,7.2,7
"2252","2252",7.3,7.5,7.4,7.5,7.5,7.5,7.5,7.4,7.4,7.4,7.3,7.5
"2253","2253",8,8,8,8,8.1,8.1,7.9,7.9,8,8,8,7.9
"2254","2254",6.5,6.6,6.4,6.6,6.5,6.4,6.5,6.5,6.6,6.5,6.5,6.4
"2255","2255",6.6,6.5,6.6,6.6,6.6,6.7,6.5,6.6,6.6,6.7,6.6,6.6
"2256","2256",6.9,6.8,6.9,6.9,7,7,6.9,6.9,6.8,7,7,6.8
"2257","2257",6.8,6.8,6.8,6.8,6.7,6.9,6.8,6.8,6.9,6.7,6.7,6.7
"2258","2258",6.5,6.5,6.5,6.5,6.4,6.5,6.6,6.4,6.7,6.5,6.6,6.5
"2259","2259",6.9,6.9,6.9,7,7,7,6.9,6.8,6.9,6.9,7,6.9
"2260","2260",7.3,7.2,7.2,7.3,7.2,7.3,7.2,7.3,7.3,7.3,7.2,7.5
"2261","2261",6.9,6.9,6.8,6.9,6.8,6.9,6.9,7,6.9,6.9,6.9,6.8
"2262","2262",6.1,6.2,6.1,6.1,6.2,6.1,6.2,6.1,6.2,6.1,6.1,6.1
"2263","2263",7.3,7.3,7.3,7.4,7.3,7.4,7.3,7.2,7.3,7.1,7.3,7.3
"2264","2264",7.5,7.6,7.5,7.7,7.5,7.7,7.6,7.6,7.5,7.6,7.6,7.7
"2265","2265",6.1,6.1,6.3,6.2,6.2,6.1,6.2,6.2,6.2,6.2,6.1,6.2
"2266","2266",7.6,7.7,7.7,7.5,7.5,7.6,7.6,7.7,7.6,7.6,7.6,7.6
"2267","2267",6.9,6.9,6.9,7,6.9,6.9,6.8,7,6.9,7,7,6.8
"2268","2268",6.3,6.3,6.2,6.3,6.3,6.3,6.4,6.3,6.3,6.2,6.3,6.4
"2269","2269",6.5,6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.6,6.5,6.4
"2270","2270",7.9,7.8,7.9,7.8,7.7,7.8,7.8,7.8,7.7,7.8,7.9,7.9
"2271","2271",8.6,8.5,8.6,8.6,8.4,8.5,8.6,8.5,8.5,8.6,8.5,8.6
"2272","2272",6.7,6.7,6.6,6.6,6.6,6.6,6.5,6.7,6.7,6.6,6.6,6.6
"2273","2273",8.6,8.4,8.6,8.4,8.5,8.6,8.4,8.5,8.6,8.5,8.5,8.4
"2274","2274",7.4,7.5,7.4,7.4,7.3,7.4,7.3,7.4,7.5,7.5,7.4,7.4
"2275","2275",10,10,10,10,10,10,10,10,10,10,10,10
"2276","2276",7,6.9,7,7,6.9,6.9,7,7,7,7,7.1,7
"2277","2277",6.1,6.1,6.3,6.1,6.1,6,5.9,6,6.2,6.2,6.2,6.1
"2278","2278",11,11,11,11,11,11,11,11,11,11,11,11
"2279","2279",7.9,7.9,8,7.9,7.9,8.1,7.9,7.8,7.8,7.9,7.8,7.9
"2280","2280",11,11,11,11,11,11,11,11,11,11,11,11
"2281","2281",7.7,7.6,7.5,7.5,7.6,7.6,7.5,7.6,7.6,7.6,7.6,7.6
"2282","2282",6.1,6.1,6.1,6.2,6.1,6.1,6.1,6.1,6.1,5.9,6.2,6.2
"2283","2283",7,7.1,7.1,7.1,7,7,7.1,7,7,7.1,7.1,6.9
"2284","2284",6.5,6.4,6.3,6.4,6.5,6.3,6.5,6.5,6.4,6.4,6.5,6.3
"2285","2285",7.2,7.1,7,7.1,7.1,7.1,7.2,7.1,7.1,7.2,7.2,7.1
"2286","2286",6,6,6,6.1,6,6,5.9,5.9,5.9,6,6,6
"2287","2287",8.4,8.5,8.5,8.5,8.6,8.5,8.5,8.5,8.4,8.5,8.5,8.5
"2288","2288",7.5,7.4,7.6,7.4,7.4,7.4,7.4,7.4,7.5,7.4,7.4,7.4
"2289","2289",6.9,7,7,7,7,6.8,7,7.1,7.1,6.9,7,7.1
"2290","2290",6.6,6.5,6.6,6.5,6.6,6.5,6.6,6.5,6.5,6.6,6.6,6.5
"2291","2291",7.9,7.9,7.8,7.9,7.9,7.8,7.8,8,8,7.8,7.9,7.9
"2292","2292",7.1,7.2,7.2,6.9,7.2,7.2,7.1,7.2,7.2,7.1,7.1,7.1
"2293","2293",6.9,7,7,7,7.1,7.1,7,7.1,7.1,7.1,6.9,6.9
"2294","2294",6.2,6.3,6.2,6.3,6.2,6.3,6.2,6.1,6.1,6.2,6.2,6.3
"2295","2295",7.8,7.6,7.6,7.7,7.7,7.7,7.7,7.6,7.6,7.7,7.7,7.7
"2296","2296",7.5,7.5,7.7,7.6,7.7,7.7,7.5,7.5,7.6,7.6,7.6,7.6
"2297","2297",10,10,10,10,10,10,10,10,10,10,10,10
"2298","2298",6.4,6.3,6.4,6.4,6.5,6.4,6.5,6.2,6.3,6.3,6.3,6.3
"2299","2299",10,10,10,10,10,9.9,10,10,10,9.9,9.9,9.9
"2300","2300",10,11,11,11,10,11,10,11,10,11,10,10
"2301","2301",6.7,6.6,6.7,6.6,6.6,6.5,6.5,6.5,6.6,6.5,6.5,6.5
"2302","2302",8,8.2,8.1,8,8.1,8,8,8,8,7.9,8.1,8
"2303","2303",6.2,6.2,6.1,6.1,6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.2
"2304","2304",7.2,7.2,7.2,7.2,7.3,7.1,7.2,7.1,7.2,7.3,7.1,7.2
"2305","2305",6,5.9,6.1,6,6.1,5.9,5.9,6,5.9,6,5.9,6
"2306","2306",8.2,8.2,8.1,8.1,8.2,8.1,8.1,8.2,8.1,8,8.2,8
"2307","2307",6.2,6.2,6.3,6.3,6.3,6.3,6.3,6.2,6.4,6.4,6.4,6.4
"2308","2308",11,11,11,11,11,11,11,11,11,11,11,11
"2309","2309",8.4,8.3,8.4,8.3,8.4,8.4,8.3,8.4,8.4,8.5,8.3,8.5
"2310","2310",6.2,6.1,6,6.1,6,6,6.1,6.2,6.2,6.2,6.1,6.1
"2311","2311",8.3,8.4,8.4,8.4,8.4,8.5,8.4,8.5,8.3,8.5,8.4,8.2
"2312","2312",6.6,6.6,6.6,6.5,6.6,6.5,6.6,6.7,6.5,6.6,6.5,6.5
"2313","2313",7.8,7.8,7.9,7.7,7.8,7.9,7.8,7.8,7.7,7.8,7.8,7.9
"2314","2314",7.2,7.3,7.2,7.3,7.3,7.3,7.3,7.2,7.3,7.3,7.2,7.3
"2315","2315",9.1,9.1,9.1,9.1,9.2,9.2,9.1,9,9,9.1,9.1,9.1
"2316","2316",7.9,7.9,7.8,7.9,7.9,8,7.8,7.8,7.8,7.9,8,7.8
"2317","2317",7.9,7.8,7.8,7.7,7.7,7.9,7.8,7.7,7.9,7.8,7.6,7.9
"2318","2318",7.2,7,7.2,7,7,7.1,7,7,7.2,7.1,7.2,7.2
"2319","2319",7.4,7.3,7.5,7.4,7.4,7.4,7.5,7.4,7.3,7.4,7.4,7.3
"2320","2320",7,6.9,6.9,6.8,6.8,6.8,7,6.8,6.9,7,7,6.9
"2321","2321",6.8,6.8,6.8,6.7,6.8,6.8,6.8,6.7,6.8,6.9,6.7,6.8
"2322","2322",6.4,6.5,6.6,6.4,6.6,6.5,6.6,6.6,6.5,6.5,6.6,6.5
"2323","2323",9.6,9.6,9.6,9.7,9.6,9.7,9.6,9.7,9.8,9.7,9.6,9.7
"2324","2324",6.4,6.6,6.5,6.4,6.5,6.5,6.5,6.6,6.6,6.4,6.3,6.5
"2325","2325",7.5,7.6,7.6,7.5,7.7,7.6,7.6,7.7,7.7,7.6,7.8,7.5
"2326","2326",7.4,7.4,7.4,7.4,7.4,7.3,7.4,7.4,7.4,7.4,7.3,7.4
"2327","2327",7,7,7.1,7,7.1,7.1,7.1,7.1,7.2,7.2,7,7.1
"2328","2328",7.4,7.4,7.5,7.4,7.5,7.3,7.4,7.4,7.3,7.5,7.5,7.4
"2329","2329",6.3,6.4,6.4,6.4,6.5,6.5,6.4,6.4,6.5,6.4,6.3,6.5
"2330","2330",6.1,6.1,6.2,6.1,6,6.2,6.2,6.2,6.1,6,6,6.1
"2331","2331",7.4,7.4,7.3,7.3,7.3,7.4,7.2,7.3,7.2,7.3,7.4,7.4
"2332","2332",6.9,7,6.9,7,7,6.8,7,7,6.9,7,7,7
"2333","2333",7.2,7.1,7.1,7.1,7.2,7.3,7.1,7.3,7.3,7.3,7.2,7.2
"2334","2334",7.3,7.4,7.3,7.3,7.4,7.4,7.5,7.4,7.5,7.4,7.3,7.4
"2335","2335",8.1,8,8.1,8.1,8.1,8,8.1,8,8,7.9,8.1,8.2
"2336","2336",9.3,9.4,9.4,9.3,9.3,9.3,9.4,9.2,9.3,9.4,9.3,9.3
"2337","2337",7.8,7.7,7.7,7.8,7.9,7.8,7.8,7.7,7.8,7.8,7.8,7.9
"2338","2338",6.8,6.9,6.9,6.7,6.9,6.8,6.9,6.7,6.8,6.8,6.7,6.8
"2339","2339",9.4,9.4,9.4,9.3,9.4,9.5,9.3,9.4,9.2,9.3,9.5,9.4
"2340","2340",6.7,6.8,6.8,6.7,6.7,6.8,6.7,6.7,6.7,6.8,6.6,6.6
"2341","2341",9.3,9.1,9.3,9.1,9.1,9.2,9.2,9.3,9.2,9.3,9,9.2
"2342","2342",5.9,6,6,5.9,6.1,6,6,5.9,6,6,6.1,6.1
"2343","2343",6.5,6.4,6.4,6.5,6.5,6.5,6.4,6.3,6.4,6.4,6.4,6.4
"2344","2344",6.1,6,6,6.1,6.1,6,6,6,6,6,6.1,6
"2345","2345",6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.6,6.5,6.5,6.5,6.5
"2346","2346",7,7.1,7.1,6.9,7,7,6.9,7,7.1,7,6.9,7
"2347","2347",7.4,7.2,7.4,7.4,7.4,7.4,7.3,7.3,7.4,7.4,7.5,7.2
"2348","2348",6.7,6.7,6.6,6.6,6.6,6.6,6.6,6.7,6.6,6.6,6.6,6.5
"2349","2349",8.4,8.3,8.4,8.5,8.4,8.3,8.3,8.4,8.4,8.5,8.4,8.3
"2350","2350",8.9,9,8.8,8.9,8.8,8.8,8.9,8.9,8.9,8.9,8.9,8.9
"2351","2351",9.5,9.5,9.4,9.4,9.4,9.4,9.4,9.4,9.3,9.4,9.4,9.3
"2352","2352",6.3,6.3,6.4,6.3,6.3,6.3,6.3,6.4,6.1,6.3,6.3,6.3
"2353","2353",8.8,8.8,8.8,8.8,8.9,8.7,8.7,8.7,8.8,8.8,8.7,8.8
"2354","2354",6.6,6.6,6.6,6.7,6.7,6.5,6.7,6.6,6.6,6.6,6.7,6.5
"2355","2355",8.9,8.8,9,8.9,8.9,9,9,8.9,9,8.9,8.9,8.8
"2356","2356",7.9,8,7.8,7.8,8,7.9,7.8,7.8,7.9,8,7.8,7.9
"2357","2357",7.1,7.1,7.3,7.2,7.2,7.3,7.3,7.1,7.2,7.3,7.3,7.3
